age,gender,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,mood_rating,physical_activity_hours_per_week,location_type,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,mindfulness_minutes_per_day
29,2,3.9,4.8,0.4,1.6,2.2,2.1,0.7,2.7,2.0,6.7,5,2.7,Suburban,1,1,176.6,9.4
52,0,3.9,0.5,1.7,0.2,2.7,1.8,1.1,3.2,1.4,7.8,1,2.0,Rural,1,1,159.1,10.6
45,1,5.7,5.6,2.5,2.0,3.1,2.3,1.6,3.0,0.7,6.8,3,1.3,Urban,0,1,99.0,1.2
21,0,4.1,2.8,2.5,0.6,0.0,3.4,1.9,1.8,0.0,4.7,9,0.0,Urban,0,0,112.7,13.5
55,0,6.3,1.3,2.6,1.2,1.3,2.0,1.8,2.6,1.1,7.6,3,2.6,Urban,1,1,52.6,18.2
60,0,6.2,1.1,2.8,0.7,0.7,3.2,2.9,2.0,2.3,8.1,3,4.4,Urban,0,0,177.5,8.8
51,1,8.0,3.4,1.6,0.8,3.4,1.7,2.3,0.6,1.8,6.3,9,2.7,Urban,0,1,181.1,12.7
41,0,6.6,1.0,2.5,0.2,2.0,2.7,1.3,2.8,2.0,4.9,5,4.6,Suburban,0,0,143.3,21.2
54,1,5.2,2.2,3.9,1.6,2.4,0.9,0.9,4.1,1.9,7.5,8,3.1,Suburban,0,0,132.5,6.8
38,0,6.8,2.6,1.5,0.9,2.0,3.3,1.0,4.5,2.4,6.9,10,5.3,Suburban,0,0,95.9,12.9
47,0,3.9,4.7,3.4,0.9,1.9,1.2,2.4,2.9,2.1,6.9,9,2.0,Rural,0,1,166.6,5.4
62,0,5.9,4.5,2.9,2.2,0.6,2.6,1.8,2.8,1.3,6.7,6,0.0,Urban,0,0,67.9,5.2
37,0,6.6,2.0,1.7,1.5,1.1,0.2,4.5,0.0,0.8,7.7,7,0.0,Urban,1,1,188.8,12.7
36,0,6.3,2.7,1.8,0.7,1.6,2.0,2.0,6.0,2.1,6.8,7,2.0,Urban,0,0,179.0,11.9
25,1,6.8,0.6,2.1,0.7,0.9,2.2,2.2,4.4,0.0,5.9,7,1.2,Urban,0,0,208.4,14.4
19,1,4.7,0.0,2.8,1.1,0.7,1.2,0.0,3.5,2.5,4.6,4,1.8,Urban,0,0,152.5,10.6
48,0,8.3,1.2,2.4,1.4,1.3,1.9,0.4,2.6,1.9,5.9,2,5.3,Urban,0,0,124.0,13.7
57,1,9.6,4.7,1.5,1.9,0.9,2.3,0.7,0.0,2.8,7.6,2,0.0,Rural,1,0,171.6,23.3
32,1,2.8,4.2,0.0,0.2,1.5,2.7,1.4,2.7,0.1,6.1,7,6.0,Rural,1,0,189.0,18.5
13,1,3.6,3.6,2.7,1.4,1.1,2.1,0.2,2.5,2.4,7.6,10,1.4,Urban,1,0,92.1,12.7
20,1,6.1,0.8,0.1,1.4,0.8,3.6,0.6,0.7,1.9,4.8,7,0.5,Rural,1,0,146.5,14.0
58,2,5.5,1.9,0.6,0.6,0.6,3.4,2.8,3.1,0.6,5.3,10,2.7,Rural,1,0,163.3,7.6
28,0,9.8,1.7,1.6,0.8,1.5,2.0,1.0,4.1,1.1,5.2,7,6.0,Urban,0,1,174.1,8.7
26,2,6.4,2.8,0.8,0.2,2.4,0.4,2.0,2.9,1.0,6.7,8,1.6,Urban,0,0,132.4,13.9
24,0,8.8,2.7,2.3,0.7,2.2,1.4,2.7,2.9,0.8,8.7,3,1.8,Rural,0,0,181.6,10.7
63,0,1.9,1.5,1.7,1.1,0.0,0.0,3.1,3.0,0.0,9.2,5,1.9,Suburban,0,0,102.0,16.3
35,1,7.6,3.5,2.8,1.8,2.4,1.8,2.4,2.1,2.4,7.8,6,5.3,Rural,1,1,250.9,20.1
27,0,4.6,3.3,0.4,1.8,2.1,3.7,2.4,3.5,0.3,4.2,8,2.1,Urban,0,0,118.8,9.2
40,1,4.5,1.9,1.3,0.5,2.4,2.9,3.2,4.5,0.2,5.6,8,3.9,Urban,1,1,170.4,0.0
46,0,5.5,3.5,2.0,1.7,2.6,2.1,2.5,2.6,2.4,3.0,10,3.2,Urban,0,1,122.4,26.3
14,0,3.2,4.7,2.0,0.0,0.8,1.1,3.2,1.5,0.0,6.7,3,2.8,Rural,0,0,154.9,4.8
44,1,6.9,5.1,2.7,0.7,1.2,2.1,0.0,0.7,0.9,8.4,4,2.0,Urban,0,0,96.0,11.6
35,2,6.4,3.7,1.1,0.8,3.3,4.6,1.9,3.2,0.2,7.5,6,6.9,Urban,1,0,203.8,15.8
34,0,6.5,3.7,1.5,1.1,3.2,3.8,2.1,3.3,2.8,4.4,4,8.6,Suburban,1,0,109.1,21.3
63,0,7.8,2.6,2.5,1.1,1.4,1.8,1.9,3.0,2.3,8.2,10,1.2,Urban,1,0,154.1,24.4
37,1,9.0,4.5,0.0,1.2,2.1,0.2,2.1,2.2,0.4,7.9,4,0.9,Urban,1,0,146.8,7.1
34,0,5.3,1.4,2.4,0.9,2.2,4.6,1.5,2.9,0.2,8.4,5,3.1,Suburban,0,1,114.9,19.5
34,0,7.0,4.4,2.8,1.5,3.3,1.1,2.9,1.8,2.0,7.8,10,0.0,Urban,0,0,22.7,11.6
61,1,6.6,2.6,0.7,1.3,1.8,2.6,1.4,1.6,1.6,5.9,7,3.1,Urban,1,0,203.0,31.9
64,1,6.8,5.2,1.7,0.9,0.3,0.1,1.7,1.2,0.8,4.3,2,7.0,Urban,1,1,157.2,18.8
54,0,6.8,3.9,3.5,1.4,1.0,1.6,3.7,1.2,0.8,7.9,2,1.8,Suburban,0,0,63.0,8.6
18,1,9.2,2.9,2.7,2.0,4.6,0.1,3.6,3.2,1.0,7.4,10,5.2,Urban,0,0,54.3,3.7
27,0,5.1,2.6,2.4,0.7,0.2,0.6,2.2,2.1,2.1,4.1,9,5.9,Urban,0,1,133.9,0.0
55,2,2.9,3.8,3.0,1.8,1.6,0.9,1.2,1.6,2.8,5.3,4,1.3,Suburban,0,0,145.9,15.4
49,0,4.6,3.7,3.8,0.7,3.8,2.6,0.0,0.7,3.0,5.4,5,3.4,Urban,1,1,139.3,18.1
45,1,7.5,2.4,2.0,1.7,0.7,1.9,1.8,3.4,0.5,7.4,3,3.7,Urban,1,0,222.2,16.0
20,0,6.0,3.1,1.6,0.7,0.0,5.3,2.6,3.9,1.3,6.5,2,4.5,Suburban,0,1,66.5,0.0
56,1,5.1,4.3,3.0,1.4,0.0,3.4,1.1,1.2,2.5,6.2,10,4.6,Urban,0,1,160.6,0.0
56,1,3.8,1.0,1.8,1.1,0.7,3.4,2.0,2.3,0.3,6.0,8,5.2,Urban,1,0,182.3,13.8
17,0,6.4,4.1,1.1,0.1,0.0,2.6,1.6,1.3,0.5,5.1,4,1.4,Suburban,1,0,181.2,24.3
51,1,7.3,3.8,1.5,2.0,2.5,2.3,0.0,2.3,2.0,7.7,1,3.3,Suburban,0,0,194.7,9.6
16,1,6.6,4.8,2.3,0.6,1.8,3.4,2.1,3.3,0.7,5.6,6,6.0,Suburban,1,1,155.8,18.7
18,0,5.5,1.9,1.6,0.4,0.0,0.0,2.5,4.6,0.0,7.9,6,6.2,Urban,1,1,162.3,1.7
57,1,6.3,3.0,1.6,0.7,0.0,1.3,2.2,1.9,0.4,4.8,2,3.5,Urban,0,0,133.5,11.7
44,1,6.3,3.3,1.0,2.3,2.7,0.4,3.9,3.4,2.2,5.9,2,1.9,Suburban,1,1,74.5,7.8
64,0,6.4,4.1,3.4,0.4,1.7,0.0,1.6,3.4,1.4,8.9,8,5.1,Urban,0,1,166.4,19.5
42,0,3.6,3.6,1.7,1.1,2.9,1.1,1.5,2.3,0.0,6.8,7,4.1,Urban,0,1,129.9,5.7
59,0,6.4,1.1,1.3,0.4,2.6,0.6,4.6,4.0,0.6,5.9,2,4.0,Suburban,0,0,112.8,23.4
47,1,5.1,3.4,1.4,0.5,0.3,3.4,0.5,2.1,3.0,5.7,10,4.6,Urban,0,1,168.6,7.5
52,1,8.1,6.0,2.8,0.2,2.4,2.1,1.3,3.1,1.1,5.5,1,1.1,Suburban,0,0,173.1,1.4
64,1,6.3,3.9,2.6,1.2,2.1,0.0,2.4,1.8,1.0,7.0,8,4.7,Urban,1,1,114.7,1.7
28,1,7.7,5.5,1.5,0.9,0.0,2.4,3.4,3.2,1.2,7.6,10,3.3,Urban,0,0,162.5,5.0
25,0,5.4,4.6,2.0,0.4,0.1,0.8,3.1,3.1,1.4,6.8,2,5.3,Rural,1,0,145.9,13.0
62,1,5.5,5.0,2.3,1.4,3.9,2.1,0.8,4.0,0.8,6.4,5,3.0,Urban,1,1,159.5,5.1
54,1,9.0,3.5,1.3,1.5,0.6,2.5,4.0,4.9,2.5,7.2,6,4.2,Suburban,0,1,212.7,3.4
42,0,6.9,3.8,0.5,1.2,1.9,1.1,2.6,3.7,0.7,4.8,10,3.9,Urban,0,0,172.1,17.1
31,0,4.6,3.4,2.5,1.6,1.3,2.3,1.0,3.4,2.2,7.0,1,1.9,Urban,0,1,168.3,0.0
29,0,7.8,3.0,1.4,0.8,1.7,2.5,1.1,2.0,3.0,7.0,2,1.2,Urban,0,0,105.7,6.6
31,1,4.9,4.1,2.4,1.2,1.4,1.8,2.1,0.0,1.6,6.8,10,4.6,Urban,0,0,112.8,0.0
40,1,6.5,2.2,2.3,0.8,2.5,1.1,4.6,4.2,0.2,5.8,4,1.3,Rural,0,0,174.1,3.1
38,1,9.7,5.8,2.1,0.2,2.4,2.0,2.3,4.9,1.4,5.6,2,2.3,Rural,0,0,70.6,11.9
49,1,3.1,1.6,1.6,1.1,1.6,1.8,4.6,2.9,0.6,4.9,6,2.3,Suburban,0,1,132.2,8.4
38,0,5.6,4.2,1.4,1.1,0.6,2.4,3.1,1.2,2.1,8.3,4,3.7,Rural,0,0,111.8,7.6
35,0,6.8,5.1,0.9,1.0,0.9,1.7,0.5,4.3,1.4,6.4,3,4.4,Suburban,1,0,142.9,19.5
21,0,7.5,2.7,1.4,1.2,0.0,0.6,3.7,3.9,1.1,6.0,6,0.0,Urban,0,1,139.2,9.9
24,0,3.5,1.3,2.6,1.7,1.2,1.8,0.9,0.0,0.2,5.9,9,1.5,Urban,0,0,156.5,24.4
13,1,2.9,4.7,3.4,0.9,0.0,2.4,1.3,2.7,0.0,5.4,8,1.5,Suburban,0,1,173.3,15.7
13,0,8.2,3.3,3.3,0.5,1.7,2.2,2.3,2.8,0.4,5.9,2,2.5,Urban,0,1,198.3,2.3
59,1,4.6,4.2,2.1,0.9,1.8,1.9,2.0,0.4,1.9,8.0,3,0.0,Urban,1,0,202.1,25.5
46,0,4.5,2.8,3.4,0.9,2.5,1.4,3.1,1.1,2.4,7.2,2,5.3,Rural,0,0,138.1,12.2
44,0,9.1,5.6,1.7,1.5,0.3,1.4,2.6,3.9,0.9,7.5,10,3.1,Urban,0,1,120.5,25.0
60,1,6.1,0.0,0.7,1.1,0.3,1.5,1.9,2.6,0.3,7.7,7,2.7,Urban,0,1,110.6,7.9
37,1,6.2,3.6,3.9,0.4,3.0,3.3,4.0,1.3,1.4,9.1,9,4.5,Urban,0,1,133.9,12.2
52,2,5.6,5.0,2.5,1.4,0.1,0.9,1.4,1.6,1.9,6.5,1,4.0,Suburban,0,1,100.6,13.5
57,1,3.6,3.2,0.5,1.3,3.6,2.1,0.8,0.9,2.0,6.0,3,4.0,Urban,0,1,173.5,8.7
13,1,7.4,3.5,3.6,1.1,0.6,0.5,2.6,2.6,1.4,7.0,6,3.0,Suburban,0,0,201.2,20.2
28,1,6.8,2.3,1.3,1.5,0.6,2.9,2.0,3.5,3.3,7.3,4,3.2,Urban,0,1,73.8,25.5
51,0,6.3,3.0,1.5,1.6,2.3,1.4,2.3,4.0,2.5,6.5,10,4.7,Suburban,1,0,150.5,0.0
17,0,5.8,0.5,3.0,0.8,2.0,1.0,2.9,1.6,0.0,5.4,10,4.1,Urban,0,0,227.8,16.5
34,0,5.4,1.9,3.4,0.5,3.1,2.3,1.8,2.0,0.0,6.7,1,6.5,Rural,0,0,75.9,2.8
41,1,7.8,1.8,1.0,1.0,0.0,0.0,4.2,3.2,0.1,7.2,9,3.3,Urban,1,0,223.9,0.0
15,0,5.7,4.0,3.5,1.3,2.0,0.4,2.3,3.7,2.4,6.9,7,4.3,Suburban,1,1,107.0,14.1
24,1,5.9,2.1,2.9,0.9,1.5,2.4,1.5,3.0,0.0,4.3,7,2.8,Suburban,1,0,119.6,14.2
38,0,7.1,2.2,1.2,0.5,0.4,3.2,2.7,4.1,1.7,4.6,1,3.6,Urban,1,0,180.9,15.4
28,0,6.4,2.4,1.8,1.1,3.4,2.5,1.9,4.9,1.0,7.4,9,3.8,Urban,0,0,175.4,13.0
63,1,9.3,1.9,3.5,0.0,1.7,2.2,2.1,0.4,0.0,6.1,8,2.1,Suburban,0,0,144.7,17.0
49,1,2.5,3.4,0.4,0.8,1.4,4.9,0.7,4.5,1.4,9.2,10,1.7,Suburban,1,1,111.8,5.2
34,1,6.6,3.6,3.4,1.4,2.0,2.6,0.8,4.2,1.0,8.1,5,4.3,Urban,1,1,87.8,12.1
41,1,4.6,4.2,2.8,1.5,0.0,0.7,3.3,1.0,2.0,5.0,4,3.9,Urban,0,1,146.2,15.6
26,1,4.1,4.0,2.5,0.0,0.3,3.2,0.5,3.1,0.0,7.7,1,5.9,Urban,0,1,139.4,20.8
40,0,5.1,3.8,2.1,0.9,1.2,1.2,1.9,3.3,0.3,8.4,9,3.0,Urban,1,1,110.4,10.4
17,0,6.1,2.5,4.0,1.3,1.8,1.2,2.4,1.1,0.3,6.0,8,1.0,Urban,0,0,137.2,8.3
59,1,6.2,2.4,4.1,0.4,2.8,0.3,3.7,2.4,1.9,6.4,2,3.0,Rural,1,1,162.5,9.6
61,1,3.0,1.7,1.4,0.8,0.6,1.5,1.4,2.7,1.0,5.8,4,4.5,Urban,0,0,203.5,0.5
42,1,4.9,1.7,2.6,1.6,0.4,0.5,2.9,1.1,2.4,5.2,4,0.0,Urban,1,1,159.8,16.2
58,0,6.6,3.3,3.9,0.8,2.0,2.7,1.9,2.1,0.8,8.4,7,3.0,Suburban,0,1,141.2,0.0
64,1,4.2,1.9,1.2,1.8,1.4,1.8,0.0,4.3,1.4,3.4,3,4.3,Rural,0,1,108.8,13.1
17,0,3.8,5.2,2.2,0.6,0.0,0.4,2.1,4.7,2.7,5.7,8,3.5,Urban,0,0,112.8,10.7
24,0,1.5,2.9,3.0,1.7,0.6,1.9,1.9,1.1,0.0,6.0,7,2.3,Urban,0,0,160.8,0.0
28,0,4.7,5.3,0.0,1.0,1.3,3.2,2.5,0.0,1.2,6.7,10,0.6,Urban,0,1,163.5,0.0
38,0,3.7,3.9,2.8,0.6,1.3,3.9,1.2,4.1,1.2,5.0,4,3.0,Urban,1,1,138.9,3.2
38,1,4.0,1.8,0.9,1.7,1.6,0.0,1.4,4.9,0.4,8.1,9,0.6,Urban,0,1,195.3,7.2
60,2,5.5,2.9,2.2,0.4,0.2,1.1,3.4,3.6,1.0,4.3,6,4.3,Urban,0,0,152.9,21.8
33,1,4.8,0.5,3.1,0.6,1.4,0.5,1.6,2.1,1.5,4.3,3,3.1,Urban,0,1,125.7,9.1
51,1,3.7,3.3,0.0,1.2,2.4,2.4,0.0,1.1,0.5,6.6,7,6.0,Rural,1,1,117.2,14.4
48,0,1.8,2.0,2.8,1.0,0.0,0.3,2.6,3.3,1.3,5.0,6,0.0,Urban,0,0,113.9,20.1
45,2,6.6,1.3,4.0,1.1,1.2,3.3,3.0,3.9,0.2,6.7,8,2.3,Urban,1,1,174.0,18.6
42,0,7.5,5.3,1.5,0.8,0.0,3.4,3.0,1.6,1.0,5.6,5,4.5,Rural,1,0,118.9,9.9
49,1,5.2,4.5,2.6,0.4,1.5,3.0,1.3,2.9,2.1,7.5,6,5.3,Suburban,1,1,155.4,4.4
35,1,5.5,4.5,3.3,0.7,0.0,1.1,2.0,1.9,2.2,5.4,1,4.5,Urban,0,0,107.6,14.0
22,2,6.0,4.2,0.4,1.7,1.6,1.2,2.6,3.5,2.4,8.2,8,1.1,Urban,1,1,141.6,4.5
17,1,9.2,1.1,2.8,0.3,3.1,1.5,3.2,0.0,1.1,7.3,1,2.0,Rural,0,0,147.3,24.5
48,0,2.9,2.4,3.0,1.8,0.5,3.3,2.6,3.0,0.9,5.6,3,0.0,Urban,0,0,268.2,16.9
46,0,5.2,2.5,2.6,1.2,0.7,0.0,2.9,2.0,1.9,7.2,2,3.1,Suburban,0,1,84.6,11.7
64,0,2.6,0.4,2.1,0.7,1.0,2.5,1.1,4.9,2.4,6.7,6,5.3,Rural,0,0,190.4,14.1
43,1,6.7,2.2,1.0,0.0,1.8,0.9,0.0,2.9,1.3,7.4,8,3.0,Urban,0,1,111.6,11.4
22,0,5.7,2.2,3.4,0.1,0.5,1.5,3.3,3.4,2.7,7.2,8,4.2,Suburban,0,0,217.5,7.1
31,1,6.4,3.2,2.0,0.8,1.1,2.9,0.9,1.3,1.9,6.9,7,4.1,Rural,0,1,115.1,14.0
44,0,6.3,6.8,1.1,0.8,0.8,0.2,1.8,2.2,0.6,6.6,7,2.4,Suburban,0,0,201.8,8.1
13,0,8.0,3.0,1.7,1.1,1.0,1.7,3.0,3.0,0.8,7.6,8,0.0,Urban,1,1,161.1,25.5
17,0,7.1,3.2,2.4,1.9,1.8,1.8,2.0,2.0,1.2,7.9,5,5.7,Rural,1,0,83.4,4.5
57,1,7.7,2.6,0.4,1.3,2.1,2.0,2.8,2.2,0.0,6.7,3,3.9,Suburban,1,0,159.9,14.1
16,2,3.9,4.1,2.0,0.9,0.0,1.9,4.9,2.8,0.6,7.2,2,0.5,Suburban,0,1,175.8,3.7
28,1,8.4,1.4,1.6,1.6,1.8,2.7,2.7,0.3,2.3,7.6,3,3.7,Suburban,0,0,179.4,3.7
36,1,4.6,5.8,3.3,1.1,4.6,1.5,1.1,1.8,2.5,8.4,3,3.4,Urban,0,1,138.2,0.0
28,1,4.7,2.8,0.1,1.8,3.0,2.4,0.3,3.5,1.5,8.2,7,5.6,Urban,0,0,279.7,13.3
14,0,6.5,2.4,2.9,0.7,0.9,2.4,2.8,2.0,1.7,7.7,1,3.9,Urban,1,1,247.3,5.7
61,0,6.6,4.5,3.4,0.4,1.6,2.3,2.1,5.5,0.9,6.0,7,4.0,Urban,0,1,166.9,18.7
40,0,3.9,1.7,0.2,0.0,1.5,2.6,0.3,2.6,0.6,4.9,6,3.4,Urban,1,1,84.2,13.3
44,1,5.7,4.1,0.3,0.9,2.0,2.3,3.4,0.1,1.8,7.2,10,1.5,Urban,1,0,100.0,11.2
39,1,9.0,5.1,3.8,0.4,1.1,1.9,2.9,3.1,0.8,7.2,2,4.3,Urban,1,0,136.6,0.0
32,0,3.1,2.6,1.1,0.4,1.2,0.5,2.0,1.1,2.9,6.0,10,2.9,Rural,1,0,145.2,14.7
36,1,9.0,6.1,5.1,1.5,0.8,3.6,4.6,2.9,1.6,4.9,1,1.1,Suburban,0,1,108.7,4.7
24,0,5.5,4.0,0.2,0.1,2.6,4.0,3.2,1.8,1.6,8.5,9,1.7,Suburban,0,1,122.8,0.0
62,2,1.3,4.0,2.2,1.1,1.8,1.6,0.8,1.9,0.1,7.0,2,0.7,Urban,1,1,50.6,13.4
47,2,3.3,5.0,2.0,1.0,1.8,2.5,3.4,3.8,0.0,5.1,4,5.1,Urban,0,1,41.9,0.0
45,2,4.1,5.4,1.8,1.0,2.7,1.3,2.3,0.4,1.6,6.3,9,7.0,Urban,0,0,150.7,0.0
45,0,4.8,3.4,2.5,1.7,2.7,1.1,4.3,1.9,0.7,4.9,9,5.3,Suburban,0,0,229.6,20.4
63,1,5.8,4.2,2.5,0.6,2.5,2.1,3.1,1.7,2.2,7.3,1,3.8,Suburban,1,0,72.4,5.5
55,1,0.6,5.1,1.8,1.7,2.7,5.4,2.6,4.2,0.3,8.7,2,2.9,Urban,0,1,139.3,0.0
49,0,6.4,1.3,1.0,0.1,3.1,3.9,2.5,2.0,0.7,6.3,2,2.4,Suburban,1,0,149.1,2.3
24,0,3.9,0.4,3.0,1.3,0.5,3.7,0.6,1.3,2.3,6.4,2,1.0,Suburban,0,1,168.6,4.2
15,1,8.8,2.9,2.6,1.7,1.2,2.6,1.4,2.8,1.6,6.2,8,6.9,Suburban,1,0,124.5,19.2
13,1,5.5,0.4,2.1,0.0,2.2,0.9,2.3,1.3,0.2,6.2,8,0.9,Urban,1,0,95.0,0.0
45,1,7.9,2.5,2.6,1.0,0.6,3.2,0.4,1.5,1.2,5.6,10,1.3,Suburban,0,1,182.3,0.0
52,0,8.2,3.5,2.8,0.9,1.1,0.0,2.6,3.4,3.1,8.2,8,2.6,Suburban,0,0,52.3,17.8
22,0,8.2,2.6,1.2,1.0,1.7,2.5,1.1,0.0,1.3,6.7,4,2.8,Urban,1,0,169.1,6.4
55,0,4.9,2.8,2.6,1.9,1.3,3.3,1.5,1.2,1.1,6.6,8,4.2,Urban,1,1,109.8,11.8
56,1,4.8,1.5,1.4,0.6,1.6,2.2,2.9,1.6,2.1,6.2,7,1.7,Urban,1,0,162.2,6.1
41,2,5.6,4.2,2.8,0.4,0.4,4.0,1.3,4.5,1.6,5.0,8,0.0,Urban,0,0,208.0,26.2
25,0,7.3,1.4,1.8,1.0,1.5,0.3,2.6,3.1,2.6,7.6,1,2.5,Urban,0,1,115.7,0.0
24,1,5.0,0.0,2.6,1.6,1.6,3.9,2.2,2.5,2.0,8.2,3,2.7,Urban,0,1,131.6,12.3
43,1,5.8,2.7,1.6,1.3,3.1,1.8,0.7,2.4,2.1,4.3,10,2.5,Urban,0,0,129.0,22.0
58,1,6.5,4.4,2.7,1.0,1.2,3.7,3.1,2.7,2.7,7.4,6,2.5,Urban,1,1,263.9,7.0
14,1,4.2,3.1,1.0,0.9,0.8,3.2,3.1,2.8,0.9,7.5,1,2.3,Urban,0,1,143.6,4.0
63,2,4.1,1.3,2.0,0.0,2.2,3.8,3.2,2.7,0.6,8.0,4,0.4,Suburban,1,0,141.3,16.1
62,0,5.7,3.2,3.0,1.3,0.0,3.2,4.3,5.0,0.0,7.9,9,5.9,Rural,0,1,145.7,18.0
47,0,5.9,3.7,2.5,1.4,1.2,2.8,1.5,1.9,1.0,9.7,7,5.8,Urban,0,1,217.6,3.6
35,1,6.9,3.1,2.2,0.7,1.0,3.6,0.0,2.7,0.0,7.0,1,5.8,Urban,1,0,118.1,21.7
29,1,7.3,2.6,3.8,0.8,1.8,2.1,1.2,2.5,1.6,7.7,6,0.6,Rural,1,1,189.7,10.4
38,0,3.8,3.7,3.0,0.5,2.7,2.7,3.2,3.7,0.6,6.5,6,3.8,Suburban,1,1,112.0,14.1
20,1,4.4,0.4,2.9,1.4,3.1,2.0,1.9,1.6,2.2,5.5,2,2.2,Urban,1,1,108.6,21.9
41,0,4.1,1.7,2.7,0.8,1.7,1.2,0.3,2.0,2.0,7.3,6,2.0,Suburban,1,1,168.5,16.2
38,2,8.8,1.0,2.8,0.9,0.0,2.6,0.0,0.5,0.8,7.7,10,1.1,Urban,1,0,210.7,10.0
22,0,5.8,5.0,3.7,1.3,1.0,2.2,3.7,3.8,2.2,6.9,2,8.1,Suburban,1,0,130.8,4.6
38,0,6.0,4.1,1.6,1.2,1.1,3.5,2.7,0.5,1.3,4.5,8,2.5,Rural,1,1,130.5,31.7
46,1,6.1,3.3,3.0,1.3,1.9,1.8,1.4,3.2,0.0,4.8,7,1.2,Urban,0,1,181.8,3.7
63,1,4.6,0.8,2.4,1.1,1.6,1.1,4.3,4.7,0.2,7.4,6,3.3,Rural,1,0,149.5,12.5
53,1,9.1,4.1,1.6,1.1,0.8,3.5,5.2,5.0,0.5,6.1,10,4.5,Urban,0,0,184.0,14.1
19,0,6.8,5.1,1.9,1.1,0.2,2.1,3.2,2.1,1.2,6.9,6,2.7,Suburban,0,1,68.7,14.5
16,1,6.1,3.9,2.2,1.2,0.6,1.1,2.9,2.1,0.8,7.1,9,3.5,Urban,0,1,98.0,27.0
62,1,3.8,2.9,1.1,1.3,0.6,3.7,2.6,2.4,0.7,6.4,9,5.0,Suburban,1,0,146.9,10.4
57,0,3.7,3.9,2.9,0.4,3.1,3.1,3.0,3.7,1.8,6.2,10,1.1,Urban,0,1,172.6,9.2
23,1,5.4,3.4,1.9,0.7,0.7,4.2,4.4,2.3,2.0,6.3,10,3.4,Suburban,1,0,143.5,22.4
41,1,4.6,4.4,2.1,0.9,1.6,1.6,0.8,2.1,0.6,7.2,2,1.7,Suburban,0,0,154.0,8.9
48,1,3.9,4.4,3.4,1.2,2.5,1.4,1.6,3.9,0.4,7.1,3,1.5,Urban,0,0,180.3,17.0
37,2,5.3,2.7,2.1,1.8,1.7,0.7,1.9,2.6,2.5,5.5,10,6.5,Urban,0,1,87.7,11.6
33,0,5.6,2.0,3.6,0.6,0.4,1.3,2.7,2.3,3.9,6.5,7,2.8,Urban,0,1,180.3,17.4
48,0,6.3,2.4,1.5,1.4,2.5,1.5,3.9,1.4,0.3,5.2,10,0.9,Suburban,1,0,202.5,15.8
22,1,5.0,3.8,0.9,0.7,1.9,2.8,2.5,3.8,2.1,7.1,9,2.8,Rural,1,0,132.9,6.8
49,2,4.0,2.5,1.7,1.7,0.0,0.9,2.8,2.8,1.1,5.9,6,0.6,Urban,0,1,106.9,0.0
21,0,4.1,1.9,0.0,2.0,2.7,1.2,2.8,2.5,1.9,7.4,1,2.6,Suburban,0,0,194.4,0.0
36,1,8.4,3.0,2.9,0.1,2.4,4.0,2.0,0.1,0.2,6.2,7,1.6,Urban,0,1,236.0,0.0
47,0,3.5,4.7,1.0,0.8,1.8,0.0,1.5,3.7,0.0,7.9,1,4.0,Urban,1,1,157.4,9.3
61,1,6.7,3.2,1.4,0.0,3.1,2.6,2.1,1.0,0.1,8.1,5,6.9,Urban,0,0,105.9,0.0
47,0,7.0,2.6,2.7,0.2,2.4,0.5,1.2,3.1,0.6,7.0,9,2.7,Suburban,0,0,149.7,8.7
60,0,5.8,3.5,2.1,0.2,2.6,1.0,1.2,1.5,1.0,6.1,10,1.7,Rural,0,1,108.3,11.1
48,1,9.5,3.1,1.6,1.3,2.5,3.7,2.4,1.1,2.1,5.4,10,3.2,Rural,1,1,185.8,16.8
30,2,7.0,0.1,0.0,1.2,2.3,2.1,1.4,3.7,0.4,7.7,9,6.0,Urban,0,0,147.5,14.0
61,0,9.7,4.0,3.3,1.4,0.0,5.2,4.2,2.6,0.6,6.4,1,4.0,Suburban,0,1,103.6,17.2
51,0,4.7,3.6,2.7,1.3,0.0,2.8,2.2,2.6,3.3,6.6,6,2.7,Urban,1,0,160.0,13.3
44,1,4.7,3.0,4.1,1.2,2.4,1.0,3.6,5.0,1.3,6.0,3,0.0,Urban,1,0,117.2,7.4
36,1,7.1,4.6,1.4,1.1,2.7,2.7,0.5,5.0,1.5,4.8,9,2.9,Urban,1,1,84.2,9.2
35,1,5.5,4.8,0.5,0.9,0.8,3.4,0.5,2.2,1.9,7.8,3,4.6,Urban,0,1,188.0,3.2
44,0,9.4,4.2,3.0,1.5,0.4,2.6,1.9,0.8,0.7,6.4,2,4.9,Suburban,0,0,164.9,11.8
49,1,6.7,1.7,1.8,1.0,1.8,1.7,3.1,4.3,1.2,4.3,8,5.6,Urban,1,0,126.5,0.0
24,0,3.9,1.8,2.6,1.3,0.0,0.0,1.4,0.8,0.9,6.3,3,1.7,Rural,0,1,213.6,18.5
61,0,2.5,4.7,3.6,0.0,1.3,1.6,1.9,3.1,1.1,4.9,5,2.2,Urban,0,1,112.7,2.3
